STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-20 19:53,FM-15,OVC:08 5,10.00,-RA:02 |RA:61 |,77,25.0,77,25.0,77,25.0,100,9,070,,29.92,,,29.94,0.03,29.94,,,,,,,,,,0540,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-20 20:53,FM-15,BKN:07 7 BKN:07 15 OVC:08 47,10.00,,77,25.0,77,25.0,77,25.0,100,11,060,,29.92,,,29.94,0.03,29.94,,,,,,,,,,0540,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-20 20:57,FM-16,SCT:04 9 BKN:07 37 OVC:08 45,10.00,,77,25.0,77,25.0,77,25.0,100,10,070,,29.92,,,,,29.94,,,,,,,,,,0540,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-20 21:30,FM-16,BKN:07 8 BKN:07 34 OVC:08 43,10.00,-RA:02 |RA:61 |,77,25.0,77,25.0,77,25.0,100,10,070,,29.93,,,,,29.95,,,,,,,,,,0540,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-20 21:53,FM-15,OVC:08 8,8.00,RA:02 |RA:62 |,77,25.0,77,25.0,77,25.0,100,10,080,,29.92,0,,29.94,0.05,29.94,,,,,,,,,,0540,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-20 22:38,FM-16,FEW:02 8 BKN:07 55 OVC:08 100,7.00,RA:02 |RA:62 |,77,25.0,77,25.0,77,25.0,100,15,070,,29.92,,,,,29.94,,,,,,,,,,0540,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-20 22:53,FM-15,SCT:04 9 BKN:07 65 OVC:08 100,9.00,-RA:02 |RA:61 |,77,25.0,77,25.0,77,25.0,100,9,070,,29.92,,,29.94,0.22,29.94,,,,,,,,,,0540,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-20 23:00,FM-16,BKN:07 9 BKN:07 43 OVC:08 75,10.00,-RA:02 |RA:61 |,77,25.0,77,25.0,77,25.0,100,14,060,24,29.92,,,,,29.94,,,,,,,,,,0540,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-20 23:53,FM-15,BKN:07 9 OVC:08 14,10.00,-RA:02 |RA:61 |,77,25.0,77,25.0,77,25.0,100,11,060,,29.93,,,29.95,0.06,29.95,,,,,,,,,,0540,1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:12832,APALACHICOLA AIRPORT FL US,5.8,29.73333,-85.03333,2017-06-20 23:59,SOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0540,1944,RA:16 FG:01 BR:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
